movie_id,title,tags
58,Pirates of the Caribbean: Dead Man's Chest,"captainjacksparrowworkshiswayoutofablooddebtwiththeghostlydaveyjones,healsoattemptstoavoideternaldamnation.adventurefantasyactionwitchfortunetellerbondageexoticislandmonstercaptaincardgameeastindiatradingcompanycompassshipdaughterpirateswashbuckleraftercreditsstingerjohnnydepporlandobloomkeiraknightleygoreverbinski"
57201,The Lone Ranger,"thetexasrangerschasedownagangofoutlawsledbybutchcavendish,butthegangambushestherangers,seeminglykillingthemall.onesurvivorisfound,however,byanamericanindiannamedtonto,whonurseshimbacktohealth.theranger,donningamaskandridingawhitestallionnamedsilver,teamsupwithtontotobringtheunscrupulousgangandothersofthatilktojustice.actionadventurewesterntexashorsesurvivortexasrangerpartneroutlawescapelawyertrainlonerangercomanchethelonerangertontojohnnydepparmiehammerwilliamfichtnergoreverbinski"
49521,Man of Steel,"ayoungboylearnsthathehasextraordinarypowersandisnotofthisearth.asayoungman,hejourneystodiscoverwherehecamefromandwhathewassentheretodo.buttheheroinhimmustemergeifheistosavetheworldfromannihilationandbecomethesymbolofhopeforallmankind.actionadventurefantasysciencefictionsavingtheworlddccomicssuperherobasedoncomicbooksuperhumanalieninvasionrebootsuperpowersdcextendeduniversehenrycavillamyadamsmichaelshannonzacksnyder"
2454,The Chronicles of Narnia: Prince Caspian,"oneyearaftertheirincredibleadventuresinthelion,thewitchandthewardrobe,peter,edmund,lucyandsusanpevensiereturntonarniatoaidayoungprincewhoselifehasbeenthreatenedbytheevilkingmiraz.now,withthehelpofacolorfulcastofnewcharacters,includingtrufflehunterthebadgerandnikabrikthedwarf,thepevensieclanembarksonanincrediblequesttoensurethatnarniaisreturnedtoitsrightfulheir.adventurefamilyfantasybasedonnovelfictionalplacebrothersisterrelationshiplionhumanbeingwretchleapintimematteroflifeanddeathfaithunclenarniafantasyworldbenbarneswilliammoseleyannapopplewellandrewadamson"
24428,The Avengers,"whenanunexpectedenemyemergesandthreatensglobalsafetyandsecurity,nickfury,directoroftheinternationalpeacekeepingagencyknownass.h.i.e.l.d.,findshimselfinneedofateamtopulltheworldbackfromthebrinkofdisaster.spanningtheglobe,adaringrecruitmenteffortbegins!sciencefictionactionadventurenewyorkshieldmarvelcomicsuperherobasedoncomicbookalieninvasionsuperheroteamaftercreditsstingerduringcreditsstingermarvelcinematicuniverserobertdowneyjr.chrisevansmarkruffalojosswhedon"
1865,Pirates of the Caribbean: On Stranger Tides,"captainjacksparrowcrossespathswithawomanfromhispast,andhe'snotsureifit'slove--orifshe'saruthlessconartistwho'susinghimtofindthefabledfountainofyouth.whensheforceshimaboardthequeenanne'srevenge,theshipoftheformidablepirateblackbeard,jackfindshimselfonanunexpectedadventureinwhichhedoesn'tknowwhotofearmore:blackbeardorthewomanfromhispast.adventureactionfantasyseacaptainmutinyswordprimeministersailingsilvershipdukemermaidpiratesoldierbattleswashbuckleraftercreditsstinger3djohnnydepppenélopecruzianmcshanerobmarshall"
41154,Men in Black 3,"agentsj(willsmith)andk(tommyleejones)areback...intime.jhasseensomeinexplicablethingsinhis15yearswiththemeninblack,butnothing,notevenaliens,perplexeshimasmuchashiswry,reticentpartner.butwhenk'slifeandthefateoftheplanetareputatstake,agentjwillhavetotravelbackintimetoputthingsright.jdiscoversthattherearesecretstotheuniversethatknevertoldhim-secretsthatwillrevealthemselvesasheteamsupwiththeyoungagentk(joshbrolin)tosavehispartner,theagency,andthefutureofhumankind.actioncomedysciencefictiontimetraveltimemachinealienfictionalgovernmentagencyseeingthefuturechanginghistorywillsmithtommyleejonesjoshbrolinbarrysonnenfeld"
122917,The Hobbit: The Battle of the Five Armies,"immediatelyaftertheeventsofthedesolationofsmaug,bilboandthedwarvestrytodefenderebor'smountainoftreasurefromotherswhoclaimit:themenoftheruinedlaketownandtheelvesofmirkwood.meanwhileanarmyoforcsledbyazogthedefilerismarchingonerebor,fueledbytheriseofthedarklordsauron.dwarves,elvesandmenmustunite,andthehopeformiddle-earthfallsintobilbo'shands.actionadventurefantasycorruptionelvesdwarvesorcsmiddle-earth(tolkien)hobbitdragonbattleunlikelyfriendshipepicbattleswordandsorcerymartinfreemanianmckellenrichardarmitagepeterjackson"
1930,The Amazing Spider-Man,"peterparkerisanoutcasthighschoolerabandonedbyhisparentsasaboy,leavinghimtoberaisedbyhisunclebenandauntmay.likemostteenagers,peteristryingtofigureoutwhoheisandhowhegottobethepersonheistoday.aspeterdiscoversamysteriousbriefcasethatbelongedtohisfather,hebeginsaquesttounderstandhisparents'disappearance–leadinghimdirectlytooscorpandthelabofdr.curtconnors,hisfather'sformerpartner.asspider-manissetonacollisioncoursewithconnors'alterego,thelizard,peterwillmakelife-alteringchoicestousehispowersandshapehisdestinytobecomeahero.actionadventurefantasylossoffathervigilanteserummarvelcomicscientificexperimentspiderbitemaskedvigilanterebootsuperpowersgeneticengineeringsocialoutcastduringcreditsstingerandrewgarfieldemmastonerhysifansmarcwebb"
20662,Robin Hood,"whensoldierrobinhappensuponthedyingrobertofloxley,hepromisestoreturntheman'sswordtohisfamilyinnottingham.there,heassumesrobert'sidentity;romanceshiswidow,marion;anddrawstheireofthetown'ssheriffandkingjohn'shenchman,godfrey.actionadventurerobinhoodarcherknightsherwoodforestbowandarrowmiddleagesmedievalkingofenglandrussellcrowecateblanchettmaxvonsydowridleyscott"
57158,The Hobbit: The Desolation of Smaug,"thedwarves,bilboandgandalfhavesuccessfullyescapedthemistymountains,andbilbohasgainedtheonering.theyallcontinuetheirjourneytogettheirgoldbackfromthedragon,smaug.adventurefantasyelvesdwarvesorcshobbitdragonwizardswordandsorcerymartinfreemanianmckellenrichardarmitagepeterjackson"
2268,The Golden Compass,"afteroverhearingashockingsecret,precociousorphanlyrabelacquatradeshercarefreeexistenceroamingthehallsofjordancollegeforanotherworldlyadventureinthefarnorth,unawarethatit'spartofherdestiny.adventurefantasyenglandcompassexperimentlordshipunclepolarbearorphananimalbasedonyoungadultnoveldakotabluerichardsnicolekidmandanielcraigchrisweitz"
254,King Kong,"in1933newyork,anoverlyambitiousmovieproducercoerceshiscastandhiredshipcrewtotraveltomysteriousskullisland,wheretheyencounterkong,agiantapewhoisimmediatelysmittenwiththeleadinglady.adventuredramaactionfilmbusinessscreenplayshowbusinessfilmmakingfilmproducerexoticislandmonsterindigenousshipdinosaurnaomiwattsjackblackadrienbrodypeterjackson"
597,Titanic,"84yearslater,a101-year-oldwomannamedrosedewittbukatertellsthestorytohergranddaughterlizzycalvert,brocklovett,lewisbodine,bobbybuellandanatolymikailavichonthekeldyshaboutherlifesetinapril10th1912,onashipcalledtitanicwhenyoungroseboardsthedepartingshipwiththeupper-classpassengersandhermother,ruthdewittbukater,andherfiancé,caledonhockley.meanwhile,adrifterandartistnamedjackdawsonandhisbestfriendfabrizioderossiwinthird-classticketstotheshipinagame.andsheexplainsthewholestoryfromdepartureuntilthedeathoftitaniconitsfirstandlastvoyageapril15th,1912at2:20inthemorning.dramaromancethrillershipwreckicebergshippanictitanicoceanlinerepicrichwoman-poormanlovedisastertragicloveclassdifferencesimaxstarcrossedloverssteeragesalvagerichsnob3d1910skatewinsletleonardodicapriofrancesfisherjamescameron"
271110,Captain America: Civil War,"followingtheeventsofageofultron,thecollectivegovernmentsoftheworldpassanactdesignedtoregulateallsuperhumanactivity.thispolarizesopinionamongsttheavengers,causingtwofactionstosidewithironmanorcaptainamerica,whichcausesanepicbattlebetweenformerallies.adventureactionsciencefictioncivilwarwarmarvelcomicsequelsuperherobasedoncomicbookimaxaftercreditsstingerduringcreditsstingermarvelcinematicuniverse3dchrisevansrobertdowneyjr.scarlettjohanssonanthonyrussojoerusso"
44833,Battleship,"whenmankindbeamsaradiosignalintospace,areplycomesfrom‘planetg’,intheformofseveralaliencraftsthatsplashdowninthewatersoffhawaii.lieutenantalexhopperisaweaponsofficerassignedtotheussjohnpauljones,partofaninternationalnavalcoalitionwhichbecomestheworld'slasthopeforsurvivalastheyengagethehostilealienforceofunimaginablestrength.whiletakingontheinvaders,hoppermustalsotrytoliveuptothepotentialhisbrother,andhisfiancée'sfather,admiralshane,expectofhim.thrilleractionadventuresciencefictionfightu.s.navymindreadinghongkongsoccerscientistfictionalwarnavalarmadabattleshipnavalcombatjdsmyokolostcommunicationtaserbuoycommunicationsexpertjointchiefsofstaffcrashlandingjetfighterpilotnavylieutenantpermissiontomarryussjohnpauljonesbasedonboardgameaftercreditsstingermightymoussmissouritaylorkitschalexanderskarsgårdrihannapeterberg"
135397,Jurassic World,"twenty-twoyearsaftertheeventsofjurassicpark,islanublarnowfeaturesafullyfunctioningdinosaurthemepark,jurassicworld,asoriginallyenvisionedbyjohnhammond.actionadventuresciencefictionthrillermonsterdnatyrannosaurusrexvelociraptorislandsequelsuspensedisasterescapedinosauramusementparkanimalattackthemeparkjurassicpark3danimalhorrorchrisprattbrycedallashowardirrfankhancolintrevorrow"
37724,Skyfall,"whenbond'slatestassignmentgoesgravelywrongandagentsaroundtheworldareexposed,mi6isattackedforcingmtorelocatetheagency.theseeventscauseherauthorityandpositiontobechallengedbygarethmallory,thenewchairmanoftheintelligenceandsecuritycommittee.withmi6nowcompromisedfrombothinsideandout,misleftwithoneallyshecantrust:bond.007takestotheshadows-aidedonlybyfieldagent,eve-followingatrailtothemysterioussilva,whoselethalandhiddenmotiveshaveyettorevealthemselves.actionadventurethrillerspysecretagentsociopathkillerartgallerybritishsecretserviceistanbulturkeyimaxuziboobytrapimpersonatingapoliceofficermacaodanielcraigjudidenchjavierbardemsammendes"
558,Spider-Man 2,"peterparkerisgoingthroughamajoridentitycrisis.burnedoutfrombeingspider-man,hedecidestoshelvehissuperheroalterego,whichleavesthecitysufferinginthewakeofcarnageleftbytheevildocock.inthemeantime,parkerstillcan'tactonhisfeelingsformaryjanewatson,agirlhe'slovedsincechildhood.actionadventurefantasydualidentityloveofone'slifepizzaboymarvelcomicsequelsuperherodoctorscientisttentacledeathsupervillaintobeymaguirekirstendunstjamesfrancosamraimi"
68721,Iron Man 3,"whentonystark'sworldistornapartbyaformidableterroristcalledthemandarin,hestartsanodysseyofrebuildingandretribution.actionadventuresciencefictionterroristwaronterrortennesseemalibumarvelcomicsuperherobasedoncomicbooktonystarkironmanaftercreditsstingermarvelcinematicuniversemandarin3dwarmachineironpatriotextremisrobertdowneyjr.gwynethpaltrowdoncheadleshaneblack"
12155,Alice in Wonderland,"alice,anunpretentiousandindividual19-year-old,isbetrothedtoadunceofanenglishnobleman.atherengagementparty,sheescapesthecrowdtoconsiderwhethertogothroughwiththemarriageandfallsdownaholeinthegardenafterspottinganunusualrabbit.arrivinginastrangeandsurrealplacecalled'underland,'shefindsherselfinaworldthatresemblesthenightmaresshehadasachild,filledwithtalkinganimals,villainousqueensandknights,andfrumiousbandersnatches.alicerealizesthatsheisthereforareason–toconquerthehorrificjabberwockyandrestoretherightfulqueentoherthrone.familyfantasyadventurebasedonnovelfictionalplacequeenfantasyaliceinwonderlandfantasyworld3dmiawasikowskajohnnydeppannehathawaytimburton"
36668,X-Men: The Last Stand,"whenacureisfoundtotreatmutations,linesaredrawnamongstthex-menandthebrotherhood,abandofpowerfulmutantsorganizedunderxavier'sformerally,magneto.adventureactionsciencefictionthrillermutantmarvelcomicbasedoncomicbooksuperhumanbeastcyclopsaftercreditsstingerhughjackmanhalleberryianmckellenbrettratner"
62211,Monsters University,alookattherelationshipbetweenmikeandsulleyduringtheirdaysatmonstersuniversity—whentheyweren'tnecessarilythebestoffriends.animationfamilymonsterdormitorygamesanimationbestfrienduniversityscaryaftercreditsstingerbillycrystaljohngoodmanstevebuscemidanscanlon
8373,Transformers: Revenge of the Fallen,"samwitwickyleavestheautobotsbehindforanormallife.butwhenhismindisfilledwithcrypticsymbols,thedecepticonstargethimandheisdraggedbackintothetransformers'war.sciencefictionactionadventureegyptsunchaossymbolartifacttransformerstankrobotimaxduringcreditsstingershialabeoufmeganfoxjoshduhamelmichaelbay"
91314,Transformers: Age of Extinction,"ashumanitypicksupthepieces,followingtheconclusionof""transformers:darkofthemoon,""autobotsanddecepticonshaveallbutvanishedfromthefaceoftheplanet.however,agroupofpowerful,ingeniousbusinessmanandscientistsattempttolearnfrompasttransformerincursionsandpushtheboundariesoftechnologybeyondwhattheycancontrol-allwhileanancient,powerfultransformermenacesetsearthinhiscross-hairs.sciencefictionactionadventuresequelalientransformersgiantrobotrobotimaxtransformingrobotmarkwahlbergstanleytuccikelseygrammermichaelbay"
68728,Oz: The Great and Powerful,"oscardiggs,asmall-timecircusillusionistandcon-artist,iswhiskedfromkansastothelandofozwheretheinhabitantsassumehe'sthegreatwizardofprophecy,theretosaveozfromtheclutchesofevil.fantasyadventurefamilycircuswitchmagichopeillusionlostmagictrickwizard3djamesfrancomilakunisrachelweiszsamraimi"
102382,The Amazing Spider-Man 2,"forpeterparker,lifeisbusy.betweentakingoutthebadguysasspider-manandspendingtimewiththepersonheloves,gwenstacy,highschoolgraduationcannotcomequicklyenough.peterhasnotforgottenaboutthepromisehemadetogwen’sfathertoprotectherbystayingaway,butthatisapromisehecannotkeep.thingswillchangeforpeterwhenanewvillain,electro,emerges,anoldfriend,harryosborn,returns,andpeteruncoversnewcluesabouthispast.actionadventurefantasyobsessionmarvelcomicsequelbasedoncomicbookelectrocutionmedicalexperimentelectricitysuperpowersandrewgarfieldemmastonejamiefoxxmarcwebb"
20526,TRON: Legacy,"samflynn,thetech-savvyanddaringsonofkevinflynn,investigateshisfather'sdisappearanceandispulledintothegrid.withthehelpofamysteriousprogramnamedquorra,samqueststostopevildictatorclufromcrossingintotherealworld.adventureactionsciencefictionartificialintelligencesecretidentitycomputerprogramdystopiacomputerdeceptionduelmotorcycleneonlightautocracygarretthedlundjeffbridgesoliviawildejosephkosinski"
49013,Cars 2,starracecarlightningmcqueenandhispalmaterheadoverseastocompeteintheworldgrandprixrace.buttheroadtothechampionshipbecomesrockyasmatergetscaughtupinanintriguingadventureofhisown:internationalespionage.animationfamilyadventurecomedycarracesequelcomedyanthropomorphismbestfriendduringcreditsstingerowenwilsonlarrythecableguymichaelcainejohnlasseterbradlewis
44912,Green Lantern,"forcenturies,asmallbutpowerfulforceofwarriorscalledthegreenlanterncorpshassworntokeepintergalacticorder.eachgreenlanternwearsaringthatgrantshimsuperpowers.butwhenanewenemycalledparallaxthreatenstodestroythebalanceofpowerintheuniverse,theirfateandthefateofearthlieinthehandsofthefirsthumaneverrecruited.adventureactionthrillersciencefictiondccomicstransformationsuperheroalienalieninfectionmagicalobjectprotectorsuperpowersorigin3dryanreynoldsblakelivelypetersarsgaardmartincampbell"
10193,Toy Story 3,"woody,buzz,andtherestofandy'stoyshaven'tbeenplayedwithinyears.withandyabouttogotocollege,thegangfindthemselvesaccidentallyleftatanefariousdaycarecenter.thetoysmustbandtogethertoescapeandreturnhometoandy.animationfamilycomedyhostagecollegetoybarbieanimationescapedaycareteddybearduringcreditsstingertoycomestolifepersonificationinanimateobjectscomingtolifetoystorytomhankstimallennedbeattyleeunkrich"
534,Terminator Salvation,"allgrownupinpost-apocalyptic2018,johnconnormustleadtheresistanceofhumansagainsttheincreasinglydominatingmilitaristicrobots.butwhenmarcuswrightappears,hisexistenceconfusesthemissionasconnortriestodeterminewhetherwrighthascomefromthefutureorthepast--andwhetherhe'sfriendorfoe.actionsciencefictionthrillersavingtheworldartificialintelligenceprophecysanfranciscocyborgkillerrobotgasstationpost-apocalypticdystopiaarmyfirearmwartimelosangeleschristianbalesamworthingtonantonyelchinmcg"
168259,Furious 7,deckardshawseeksrevengeagainstdominictorettoandhisfamilyforhiscomatosebrother.actioncarracespeedrevengesuspensecarracemusclecarvindieselpaulwalkerdwaynejohnsonjameswan
72190,World War Z,"lifeforformerunitednationsinvestigatorgerrylaneandhisfamilyseemscontent.suddenly,theworldisplaguedbyamysteriousinfectionturningwholehumanpopulationsintorampagingmindlesszombies.afterbarelyescapingthechaos,laneispersuadedtogoonamissiontoinvestigatethisdisease.whatfollowsisaperiloustrekaroundtheworldwherelanemustbravehorrificdangersandlongoddstofindanswersbeforehumancivilizationfalls.actiondramahorrorsciencefictionthrillerdystopiaapocalypsezombienuclearweaponsmultipleperspectiveszombieapocalypsebradpittmireilleenosabigailhargrovemarcforster"
127585,X-Men: Days of Future Past,theultimatex-menensemblefightsawarforthesurvivalofthespeciesacrosstwotimeperiodsastheyjoinforceswiththeiryoungerselvesinanepicbattlethatmustchangethepast–tosaveourfuture.actionadventurefantasysciencefiction1970smutanttimetravelmarvelcomicbasedoncomicbooksuperhumanstormbeastaftercreditsstingerchangingthepastorfuturehughjackmanjamesmcavoymichaelfassbenderbryansinger
54138,Star Trek Into Darkness,"whenthecrewoftheenterpriseiscalledbackhome,theyfindanunstoppableforceofterrorfromwithintheirownorganizationhasdetonatedthefleetandeverythingitstandsfor,leavingourworldinastateofcrisis.withapersonalscoretosettle,captainkirkleadsamanhunttoawar-zoneworldtocaptureaonemanweaponofmassdestruction.asourheroesarepropelledintoanepicchessgameoflifeanddeath,lovewillbechallenged,friendshipswillbetornapart,andsacrificesmustbemadefortheonlyfamilykirkhasleft:hiscrew.actionadventuresciencefictionspacecraftfriendshipsequelfuturisticspacealienimaxspaceoperaterroristbombing3dchrispinezacharyquintozoesaldanaj.j.abrams"
81005,Jack the Giant Slayer,"thestoryofanancientwarthatisreignitedwhenayoungfarmhandunwittinglyopensagatewaybetweenourworldandafearsomeraceofgiants.unleashedontheearthforthefirsttimeincenturies,thegiantsstrivetoreclaimthelandtheyoncelost,forcingtheyoungman,jackintothebattleofhislifetostopthem.fightingforakingdom,itspeople,andtheloveofabraveprincess,hecomesfacetofacewiththeunstoppablewarriorshethoughtonlyexistedinlegend–andgetsthechancetobecomealegendhimself.actionfamilyfantasybasedonfairytalegiantnicholashoulteleanortomlinsonewanmcgregorbryansinger"
64682,The Great Gatsby,"anadaptationoff.scottfitzgerald'slongisland-setnovel,wheremidwesternernickcarrawayisluredintothelavishworldofhisneighbor,jaygatsby.soonenough,however,carrawaywillseethroughthecracksofgatsby'snouveauricheexistence,whereobsession,madness,andtragedyawait.dramaromancebasedonnovelinfidelityobsessionhope3dleonardodicapriotobeymaguirecareymulliganbazluhrmann"
9543,Prince of Persia: The Sands of Time,"arogueprincereluctantlyjoinsforceswithamysteriousprincessandtogether,theyraceagainstdarkforcestosafeguardanancientdaggercapableofreleasingthesandsoftime–giftfromthegodsthatcanreversetimeandallowitspossessortoruletheworld.adventurefantasyactionromancepersiasandstormbrotheragainstbrotherarmageddonregentbasedonvideogamejakegyllenhaalgemmaartertonbenkingsleymikenewell"
68726,Pacific Rim,"whenlegionsofmonstrouscreatures,knownaskaiju,startedrisingfromthesea,awarbeganthatwouldtakemillionsoflivesandconsumehumanity'sresourcesforyearsonend.tocombatthegiantkaiju,aspecialtypeofweaponwasdevised:massiverobots,calledjaegers,whicharecontrolledsimultaneouslybytwopilotswhosemindsarelockedinaneuralbridge.buteventhejaegersareprovingnearlydefenselessinthefaceoftherelentlesskaiju.onthevergeofdefeat,theforcesdefendingmankindhavenochoicebuttoturntotwounlikelyheroes—awashed-upformerpilot(charliehunnam)andanuntestedtrainee(rinkokikuchi)—whoareteamedtodrivealegendarybutseeminglyobsoletejaegerfromthepast.together,theystandasmankind'slasthopeagainstthemountingapocalypse.actionsciencefictionadventuredystopiagiantrobotgiantmonsterapocalypseimaxduringcreditsstinger3didriselbacharliehunnamcharliedayguillermodeltoro"
38356,Transformers: Dark of the Moon,"samwitwickytakeshisfirsttenuousstepsintoadulthoodwhileremainingareluctanthumanallyofautobot-leaderoptimusprime.thefilmcentersaroundthespaceracebetweentheussrandtheusa,suggestingtherewasahiddentransformersroleinitallthatremainsoneoftheplanet'smostdangeroussecrets.actionsciencefictionadventuremoonspacecrafttraitorbodyguardalienplanetbasedoncartoontransformersgiantrobotsabotageworddominationcommandoduringcreditsstingershialabeoufjohnmalkovichkenjeongmichaelbay"
217,Indiana Jones and the Kingdom of the Crystal Skull,"setduringthecoldwar,thesoviets–ledbysword-wieldingirinaspalko–areinsearchofacrystalskullwhichhassupernaturalpowersrelatedtoamysticallostcityofgold.afterbeingcapturedandthenescapingfromthem,indyiscoercedtoheadtoperuatthebehestofayoungmanwhosefriend–andindy'scolleague–professoroxleyhasbeencapturedforhisknowledgeoftheskull'swhereabouts.adventureactionsavingtheworldriddlewhiptreasuremexicocityleatherjacketmachinegunalienphenomenonsmayacivilizationperutreasurehuntnuclearexplosionrefrigeratorarchaeologistindianajonesarcheology harrisonfordcateblanchettshialabeoufstevenspielberg"
105864,The Good Dinosaur,anepicjourneyintotheworldofdinosaurswhereanapatosaurusnamedarlomakesanunlikelyhumanfriend.adventureanimationfamilytyrannosaurusrexfriendsalternatehistorydinosaurfearstormnaturehumanjourneyraymondochoajackbrightjeffreywrightpetersohn
62177,Brave,"braveissetinthemysticalscottishhighlands,whereméridaistheprincessofakingdomruledbykingfergusandqueenelinor.anunrulydaughterandanaccomplishedarcher,méridaonedaydefiesasacredcustomofthelandandinadvertentlybringsturmoiltothekingdom.inanattempttosetthingsright,méridaseeksoutaneccentricoldwisewomanandisgrantedanill-fatedwish.alsofiguringintomérida’squest—andservingascomicrelief—arethekingdom’sthreelords:theenormouslordmacguffin,thesurlylordmacintosh,andthedisagreeablelorddingwall.animationadventurecomedyfamilyactionfantasyscotlandrebelbraverykingdomarcherwishbearscotrebelliousdaughterturnsintoanimalarcheryruinsaftercreditsstingerpeaceofferingwomandirectorcourage3dkellymacdonaldjuliewaltersbillyconnollybrendachapmanmarkandrewsstevepurcell"
188927,Star Trek Beyond,"theussenterprisecrewexploresthefurthestreachesofunchartedspace,wheretheyencounteramysteriousnewenemywhoputsthemandeverythingthefederationstandsfortothetest.actionadventuresciencefictionsequelstrandedhatredspaceoperachrispinezacharyquintokarlurbanjustinlin"
